Date,Particular,Thickness,Voucher No.,Quantity,Weight Per Piece,Weight,Rate,Value
2022-09-28,3.30MM DWR,3.3,AM287,50,7.392,369.6,479.03,23952
2022-09-28,5.50MM DWR,5.5,AM287,20,12.32,246.4,772.22,15444
2022-09-28,5.50MM DIR,5.5,AM287,20,12.32,246.4,594.38,11888
2022-09-28,3.30MM DWR,3.3,AM288,20,7.392,147.84,469.42,9388
2022-09-28,5.50MM DWR,5.5,AM288,30,12.32,369.6,756.84,22705
2022-09-28,3.30MM DIR,3.3,AM291,4,7.392,29.568,368.49,1474
2022-09-28,11MM DWR,11.0,AM293,5,24.64,123.2,1449.91,7250
2022-09-29,11MM DWR,11.0,AM295,3,24.64,73.92,1449.91,4350
2022-09-29,3.30MM DWR,3.3,AM295,5,7.392,36.96,479.03,2395
2022-09-29,25MM DWR,25.0,AM296,10,56.00000000000001,560.0000000000001,3473.38,34734
2022-09-29,3.30MM DWR,3.3,AM296,20,7.392,147.84,479.03,9581
2022-09-29,17MM DWR,17.0,AM298,3,38.080000000000005,114.24000000000001,2134.02,6402
2022-09-29,3.30MM DWR,3.3,AM298,9,7.392,66.528,479.03,4311
2022-09-29,5.50MM DWR,5.5,AM300,10,12.32,123.2,772.22,7722
2022-09-29,3.30MM DWR,3.3,AM300,100,7.392,739.2,479.03,47903
2022-09-29,11MM DWR,11.0,AM300,10,24.64,246.4,1449.91,14499
2022-09-30,17MM DIR,17.0,AM307,1,38.080000000000005,38.080000000000005,1642.17,1642
2022-09-30,11MM DIR,11.0,AM307,2,24.64,49.28,1115.07,2230
2022-09-30,7.50MM DIR,7.5,AM307,1,16.8,16.8,749.79,750
2022-09-30,5.50MM DWR,5.5,AM309,5,12.32,61.6,772.22,3861
2022-09-30,3.30MM DWR,3.3,AM309,10,7.392,73.92,479.03,4790
2022-10-01,3.30MM DWR,3.3,AM315,30,7.392,221.76000000000002,479.03,14371
2022-10-01,5.50MM DWR,5.5,AM315,7,12.32,86.24000000000001,772.22,5406
2022-10-01,3.30MM DIR,3.3,AM315,20,7.392,147.84,368.49,7370
2022-10-01,3.30MM DWR,3.3,AM316,4,7.392,29.568,479.03,1916
2022-10-01,7.50MM DWR,7.5,AM319,1,16.8,16.8,976.0,976
2022-10-01,17MM DWR,17.0,AM321,5,38.080000000000005,190.40000000000003,2134.0,10670
2022-10-01,3MM HDHMR,3.0,AM321,15,6.720000000000001,100.80000000000001,543.13,8147
2022-10-03,3.30MM DWR,3.3,AM322,53,7.392,391.776,479.04,25389
2022-10-03,7.50MM DWR,7.5,AM327,2,16.8,33.6,975.5,1951
2022-10-04,3.30MM DWR,3.3,AM328,2,7.392,14.784,479.0,958
2022-10-04,17MM DWR,17.0,AM330,15,38.080000000000005,571.2,2134.0,32010
2022-10-04,11MM DWR,11.0,AM331,2,24.64,49.28,1450.0,2900
2022-10-04,17MM DWR,17.0,AM331,1,38.080000000000005,38.080000000000005,2134.0,2134
2022-10-04,3.30MM DWR,3.3,AM331,50,7.392,369.6,479.04,23952
2022-10-04,5.50MM DWR,5.5,AM331,10,12.32,123.2,772.2,7722
2022-10-04,11MM DWR,11.0,AM332,1,24.64,24.64,1450.0,1450
2022-10-04,3.30MM DWR,3.3,AM332,2,7.392,14.784,479.0,958
2022-10-05,3.30MM DWR,3.3,AM335,25,7.392,184.8,479.04,11976
2022-10-05,11MM DWR,11.0,AM335,5,24.64,123.2,1450.0,7250
2022-10-05,17MM DWR,17.0,AM335,5,38.080000000000005,190.40000000000003,2134.0,10670
2022-10-05,5.50MM DWR,5.5,AM336,2,12.32,24.64,772.0,1544
2022-10-05,11MM DWR,11.0,AM338,4,24.64,98.56,1450.0,5800
2022-10-05,5.50MM DWR,5.5,AM339,10,12.32,123.2,772.2,7722
2022-10-05,3.30MM DWR,3.3,AM339,20,7.392,147.84,479.05,9581
2022-10-05,3.30MM DWR,3.3,AM340,6,7.392,44.352000000000004,479.0,2874
2022-10-06,17MM DWR,17.0,AM344,3,38.080000000000005,114.24000000000001,2134.0,6402
2022-10-06,3.30MM DWR,3.3,AM344,4,7.392,29.568,479.0,1916
2022-10-06,5.50MM DWR,5.5,AM345,1,12.32,12.32,772.0,772
2022-10-06,17MM DWR,17.0,AM346,6,38.080000000000005,228.48000000000002,2211.0,13266
2022-10-06,25MM DWR,25.0,AM346,8,56.00000000000001,448.00000000000006,3588.75,28710
2022-10-06,5.50MM DWR,5.5,AM346,6,12.32,73.92,833.17,4999
2022-10-06,3.30MM DWR,3.3,AM347,4,7.392,29.568,479.0,1916
2022-10-06,11MM DWR,11.0,AM348,3,24.64,73.92,1450.0,4350
2022-10-06,17MM DWR,17.0,AM348,7,38.080000000000005,266.56000000000006,2134.0,14938
2022-10-06,3.30MM DIR,3.3,AM349,2,7.392,14.784,416.0,832
2022-10-06,3MM HDHMR,3.0,AM348,5,6.720000000000001,33.6,543.2,2716
2022-10-07,17MM DWR,17.0,AM351,5,38.080000000000005,190.40000000000003,2134.0,10670
2022-10-07,3.30MM DWR,3.3,AM351,10,7.392,73.92,479.0,4790
2022-10-07,3.30MM DIR,3.3,AM354,5,7.392,36.96,368.4,1842
2022-10-07,17MM DWR,17.0,AM355,1,38.080000000000005,38.080000000000005,2134.0,2134
2022-10-07,5.50MM HDHMR,5.5,AM351,10,12.32,123.2,964.5,9645
2022-10-07,3MM HDHMR,3.0,AM359,2,6.720000000000001,13.440000000000001,543.0,1086
2022-10-08,3.30MM DWR,3.3,AM360,10,7.392,73.92,479.0,4790
2022-10-08,3.30MM DWR,3.3,AM363,4,7.392,29.568,479.0,1916
2022-10-08,3.30MM DWR,3.3,AM363,2,7.392,14.784,479.0,958
2022-10-08,17MM DWR,17.0,AM364,1,38.080000000000005,38.080000000000005,2134.0,2134
2022-10-08,11MM DWR,11.0,AM366,8,24.64,197.12,1449.88,11599
2022-10-10,17MM DWR,17.0,AM367,1,38.080000000000005,38.080000000000005,2134.02,2134
2022-10-10,3.30MM DWR,3.3,AM370,12,7.392,88.70400000000001,479.03,5748
2022-10-10,3.30MM DWR,3.3,AM372,10,7.392,73.92,479.03,4790
2022-10-10,5.50MM DWR,5.5,AM372,8,12.32,98.56,772.22,6178
2022-10-10,17MM DWR,17.0,AM373,1,38.080000000000005,38.080000000000005,2134.02,2134
2022-10-10,11MM DWR,11.0,AM373,1,24.64,24.64,1449.91,1450
2022-10-10,5.50MM DWR,5.5,AM373,3,12.32,36.96,772.22,2317
2022-10-10,3.30MM DWR,3.3,AM375,7,7.392,51.744,512.0,3584
2022-10-11,11MM DWR,11.0,AM377,3,24.64,73.92,1472.0,4416
2022-10-11,17MM DWR,17.0,AM378,3,38.080000000000005,114.24000000000001,2134.0,6402
2022-10-11,3.30MM DWR,3.3,AM379,11,7.392,81.312,479.03,5269
2022-10-11,3.30MM DWR,3.3,AM381,3,7.392,22.176000000000002,479.03,1437
2022-10-11,11MM DWR,11.0,AM383,2,24.64,49.28,1449.91,2900
2022-10-11,3.30MM DWR,3.3,AM383,11,7.392,81.312,479.03,5269
2022-10-11,5.50MM DWR,5.5,AM383,7,12.32,86.24000000000001,772.22,5406
2022-10-11,5.50MM HDHMR,5.5,AM378,1,12.32,12.32,964.47,964
2022-10-11,3MM HDHMR,3.0,AM378,2,6.720000000000001,13.440000000000001,543.12,1086
2022-10-12,3.30MM DIR,3.3,AM386,5,7.392,36.96,368.49,1842
2022-10-12,3.30MM DIR,3.3,AM389,3,7.392,22.176000000000002,368.49,1105
2022-10-12,11MM DIR,11.0,AM390,5,24.64,123.2,1115.07,5575
2022-10-12,5.50MM DWR,5.5,AM393,15,12.32,184.8,772.22,11583
2022-10-12,3.30MM DIR,3.3,AM394,3,7.392,22.176000000000002,368.0,1104
2022-10-12,3MM HDHMR,3.0,AM392,2,6.720000000000001,13.440000000000001,543.12,1086
2022-10-13,17MM DWR,17.0,AM395,10,38.080000000000005,380.80000000000007,2134.02,21340
2022-10-13,3.30MM DWR,3.3,AM396,15,7.392,110.88000000000001,479.03,7185
2022-10-13,3.30MM DWR,3.3,AM397,6,7.392,44.352000000000004,479.03,2874
2022-10-13,17MM DWR,17.0,AM401,5,38.080000000000005,190.40000000000003,2134.02,10670
2022-10-13,25MM DWR,25.0,AM401,20,56.00000000000001,1120.0000000000002,3473.38,69468
2022-10-13,11MM DWR,11.0,AM401,3,24.64,73.92,1449.91,4350
2022-10-13,3.30MM DWR,3.3,AM401,25,7.392,184.8,479.03,11976
2022-10-14,17MM DWR,17.0,AM405,3,38.080000000000005,114.24000000000001,2134.02,6402
2022-10-14,5.50MM DWR,5.5,AM407,2,12.32,24.64,772.22,1544
2022-10-14,3.30MM DWR,3.3,AM408,1,7.392,7.392,479.03,479
2022-10-14,5.50MM DWR,5.5,AM411,3,12.32,36.96,772.22,2317
2022-10-14,7.50MM DWR,7.5,AM411,2,16.8,33.6,975.69,1951
2022-10-14,3.30MM DWR,3.3,AM414,4,7.392,29.568,479.03,1916
2022-10-15,3.30MM DWR,3.3,AM415,1,7.392,7.392,479.03,479
2022-10-15,17MM DWR,17.0,AM416,7,38.080000000000005,266.56000000000006,2134.02,14938
2022-10-15,3.30MM DWR,3.3,AM418,7,7.392,51.744,479.03,3353
2022-10-15,17MM DWR,17.0,AM420,2,38.080000000000005,76.16000000000001,2134.02,4268
2022-10-15,3.30MM DWR,3.3,AM421,20,7.392,147.84,479.03,9581
2022-10-17,5.50MM DWR,5.5,AM426,1,12.32,12.32,772.22,772
2022-10-17,5.50MM DIR,5.5,AM426,9,12.32,110.88,594.38,5349
2022-10-17,17MM DWR,17.0,AM427,3,38.080000000000005,114.24000000000001,2134.0,6402
2022-10-17,3.30MM DWR,3.3,AM428,10,7.392,73.92,479.03,4790
2022-10-17,5.50MM DWR,5.5,AM429,2,12.32,24.64,772.22,1544
2022-10-18,11MM DWR,11.0,AM430,80,24.64,1971.2,1377.82,110226
2022-10-18,7.50MM DWR,7.5,AM432,2,16.8,33.6,975.69,1951
2022-10-18,3.30MM DWR,3.3,AM432,4,7.392,29.568,479.03,1916
2022-10-18,3.30MM DWR,3.3,AM433,3,7.392,22.176000000000002,479.03,1437
2022-10-18,3.30MM DWR,3.3,AM433,3,7.392,22.176000000000002,479.03,1437
2022-10-18,3.30MM DWR,3.3,AM434,5,7.392,36.96,512.68,2563
2022-10-19,25MM DWR,25.0,AM441,4,56.00000000000001,224.00000000000003,3473.38,13894
2022-10-20,3.30MM DWR,3.3,AM444,20,7.392,147.84,479.03,9581
2022-10-20,17MM DWR,17.0,AM445,3,38.080000000000005,114.24000000000001,2114.67,6344
2022-10-20,11MM DWR,11.0,AM445,19,24.64,468.16,1425.89,27092
2022-10-20,17MM DWR,17.0,AM446,15,38.080000000000005,571.2,2134.02,32010
2022-10-20,11MM DWR,11.0,AM447,3,24.64,73.92,1449.91,4350
2022-10-20,7.50MM DWR,7.5,AM447,2,16.8,33.6,975.69,1951
2022-10-31,3.30MM DIR,3.3,AM461,1,7.392,7.392,376.0,376
2022-10-31,5.50MM DWR,5.5,AM462,10,12.32,123.2,772.22,7722
2022-10-31,3.30MM DWR,3.3,AM462,41,7.392,303.072,479.03,19640
2022-10-31,11MM DWR,11.0,AM463,6,24.64,147.84,1449.91,8699
2022-10-31,3.30MM DWR,3.3,AM464,15,7.392,110.88000000000001,479.03,7185
2022-10-31,5.50MM DWR,5.5,AM467,5,12.32,61.6,768.0,3840
2022-11-01,3.30MM DIR,3.3,AM468,100,7.392,739.2,368.49,36849
2022-11-01,3.30MM DWR,3.3,AM469,2,7.392,14.784,479.03,958
2022-11-02,3.30MM DWR,3.3,AM479,5,7.392,36.96,479.03,2395
2022-11-02,5.50MM DWR,5.5,AM482,4,12.32,49.28,772.22,3089
2022-11-02,11MM DWR,11.0,AM482,1,24.64,24.64,1449.91,1450
2022-11-03,3.30MM DWR,3.3,AM474,3,7.392,22.176000000000002,479.03,1437
2022-11-03,3.30MM DWR,3.3,AM475,10,7.392,73.92,479.03,4790
2022-11-03,7.50MM DIR,7.5,AM484,25,16.8,420.0,749.79,18745
2022-11-03,17MM DWR,17.0,AM485,10,38.080000000000005,380.80000000000007,2134.02,21340
2022-11-03,3.30MM DWR,3.3,AM485,11,7.392,81.312,479.03,5269
2022-11-03,11MM DWR,11.0,AM491,3,24.64,73.92,1449.91,4350
2022-11-03,5.50MM DWR,5.5,AM498,6,12.32,73.92,832.0,4992
2022-11-04,12MM HDHMR,12.0,AN002,3,26.880000000000003,80.64000000000001,1977.01,5931
2022-11-04,18MM HDHMR,18.0,AN002,2,40.32000000000001,80.64000000000001,2944.69,5889
2022-11-05,17MM DWR,17.0,AN006,1,38.080000000000005,38.080000000000005,2134.02,2134
2022-11-05,17MM DWR,17.0,AN006,2,38.080000000000005,76.16000000000001,2134.02,4268
2022-11-05,3.30MM DWR,3.3,AN008,10,7.392,73.92,479.03,4790
2022-11-05,5.50MM DWR,5.5,AN008,10,12.32,123.2,772.22,7722
2022-11-05,3.30MM DWR,3.3,AN010,50,7.392,369.6,480.64,24032
2022-11-05,25MM DWR,25.0,AN012,3,56.00000000000001,168.00000000000003,3473.38,10420
2022-11-05,18MM HDHMR,18.0,AN012,12,40.32000000000001,483.8400000000001,2944.69,35336
2022-11-05,5.50MM HDHMR,5.5,AN012,2,12.32,24.64,964.47,1929
2022-11-07,17MM DWR,17.0,AN016,1,38.080000000000005,38.080000000000005,2134.02,2134
2022-11-07,3.30MM DWR,3.3,AN016,10,7.392,73.92,479.03,4790
2022-11-07,3.30MM DIR,3.3,AN017,6,7.392,44.352000000000004,368.49,2211
2022-11-07,3.30MM DIR,3.3,AN018,10,7.392,73.92,368.49,3685
2022-11-07,17MM DWR,17.0,AN018,10,38.080000000000005,380.80000000000007,2134.02,21340
2022-11-08,5.50MM DWR,5.5,AN020,5,12.32,61.6,772.22,3861
2022-11-08,3.30MM DWR,3.3,AN020,10,7.392,73.92,479.03,4790
2022-11-08,3.30MM DWR,3.3,AN022,5,7.392,36.96,479.03,2395
2022-11-09,3.30MM DWR,3.3,AN024,35,7.392,258.72,480.63,16822
2022-11-09,5.50MM DWR,5.5,AN024,20,12.32,246.4,769.01,15380
2022-11-09,3.30MM DWR,3.3,AN026,8,7.392,59.136,479.03,3832
2022-11-10,5.50MM DWR,5.5,AN034,3,12.32,36.96,800.0,2400
2022-11-10,11MM DIR,11.0,AN036,1,24.64,24.64,1115.07,1115
2022-11-11,3.30MM DWR,3.3,AN038,8,7.392,59.136,479.03,3832
2022-11-11,11MM DWR,11.0,AN038,6,24.64,147.84,1449.91,8699
2022-11-11,17MM DWR,17.0,AN038,7,38.080000000000005,266.56000000000006,2134.02,14938
2022-11-11,17MM DWR,17.0,AN043,10,38.080000000000005,380.80000000000007,2134.02,21340
2022-11-11,3.30MM DWR,3.3,AN045,5,7.392,36.96,479.03,2395
2022-11-11,5.50MM DWR,5.5,AN046,4,12.32,49.28,772.25,3089
2022-11-11,3.30MM DWR,3.3,AN046,10,7.392,73.92,479.0,4790
2022-11-11,11MM DWR,11.0,AN046,7,24.64,172.48000000000002,1449.86,10149
2022-11-12,3.30MM DWR,3.3,AN047,6,7.392,44.352000000000004,479.03,2874
2022-11-12,17MM DWR,17.0,AN047,2,38.080000000000005,76.16000000000001,2134.02,4268
2022-11-12,17MM DWR,17.0,AN049,1,38.080000000000005,38.080000000000005,2134.02,2134
2022-11-12,3.30MM DWR,3.3,AN050,10,7.392,73.92,479.03,4790
2022-11-12,3.30MM DWR,3.3,AN053,3,7.392,22.176000000000002,479.03,1437
2022-11-12,11MM DWR,11.0,AN053,2,24.64,49.28,1449.91,2900
2022-11-12,3.30MM DWR,3.3,AN056,51,7.392,376.992,479.03,24431
2022-11-12,3.30MM DWR,3.3,AN057,1,7.392,7.392,480.0,480
2022-11-14,5.50MM DWR,5.5,AN059,25,12.32,308.0,769.01,19225
2022-11-14,11MM DWR,11.0,AN062,2,24.64,49.28,1449.91,2900
2022-11-14,3.30MM DWR,3.3,AN064,10,7.392,73.92,512.0,5120
2022-11-14,3.30MM DWR,3.3,AN066,7,7.392,51.744,479.03,3353
2022-11-15,5.50MM DWR,5.5,AN071,10,12.32,123.2,772.22,7722
2022-11-15,11MM DWR,11.0,AN071,15,24.64,369.6,1449.91,21749
2022-11-15,11MM DWR,11.0,AN073,2,24.64,49.28,1449.91,2900
2022-11-15,3.30MM DWR,3.3,AN076,20,7.392,147.84,479.03,9581
2022-11-15,3.30MM DIR,3.3,AN077,1,7.392,7.392,368.49,368
2022-11-15,5.50MM HDHMR,5.5,AN072,1,12.32,12.32,964.47,964
2022-11-15,12MM HDHMR,12.0,AN072,5,26.880000000000003,134.4,1977.01,9885
2022-11-16,3.30MM DWR,3.3,AN082,10,7.392,73.92,464.61,4646
2022-11-16,5.50MM DWR,5.5,AN082,10,12.32,123.2,749.15,7492
2022-11-16,7.50MM DWR,7.5,AN082,5,16.8,84.0,946.53,4733
2022-11-16,11MM DWR,11.0,AN082,2,24.64,49.28,1404.41,2809
2022-11-16,17MM DWR,17.0,AN082,5,38.080000000000005,190.40000000000003,2069.93,10350
2022-11-16,5.50MM DWR,5.5,AN083,10,12.32,123.2,769.01,7690
2022-11-16,3.30MM DWR,3.3,AN084,8,7.392,59.136,479.03,3832
2022-11-16,11MM DWR,11.0,AN085,6,24.64,147.84,1449.91,8699
2022-11-16,3.30MM DIR,3.3,AN086,1,7.392,7.392,368.49,368
2022-11-16,3.30MM DWR,3.3,AN086,5,7.392,36.96,479.03,2395
2022-11-16,17MM DWR,17.0,AN086,3,38.080000000000005,114.24000000000001,2134.02,6402
2022-11-16,3MM HDHMR,3.0,AN082,5,6.720000000000001,33.6,526.77,2634
2022-11-17,3.30MM DWR,3.3,AN099,10,7.392,73.92,479.03,4790
2022-11-17,3.30MM DWR,3.3,AN102,2,7.392,14.784,512.0,1024
2022-11-18,25MM DWR,25.0,AN108,2,56.00000000000001,112.00000000000001,3314.45,6629
2022-11-18,11MM DWR,11.0,AN109,1,24.64,24.64,1473.94,1474
2022-11-18,7.50MM DWR,7.5,AN109,1,16.8,16.8,977.29,977
2022-11-18,3.30MM DWR,3.3,AN109,16,7.392,118.272,480.63,7690
2022-11-18,17MM DIR,17.0,AN111,5,38.080000000000005,190.40000000000003,1666.2,8331
2022-11-18,3.30MM DWR,3.3,AN115,10,7.392,73.92,479.03,4790
2022-11-18,5.50MM DWR,5.5,AN116,2,12.32,24.64,833.0,1666
2022-11-18,17MM DWR,17.0,AN116,1,38.080000000000005,38.080000000000005,2211.0,2211
2022-11-18,3.30MM DWR,3.3,AN117,10,7.392,73.92,479.03,4790
2022-11-18,18MM HDHMR,18.0,AN107,2,40.32000000000001,80.64000000000001,2944.0,5888
2022-11-19,3.30MM DWR,3.3,AN120,4,7.392,29.568,479.03,1916
2022-11-19,5.50MM DWR,5.5,AN120,4,12.32,49.28,772.22,3089
2022-11-19,17MM DWR,17.0,AN120,2,38.080000000000005,76.16000000000001,2134.02,4268
2022-11-19,3.30MM DWR,3.3,AN121,3,7.392,22.176000000000002,479.03,1437
2022-11-19,25MM DWR,25.0,AN122,3,56.00000000000001,168.00000000000003,3314.45,9943
2022-11-19,3.30MM DWR,3.3,AN123,4,7.392,29.568,479.03,1916
2022-11-19,3.30MM DWR,3.3,AN123,1,7.392,7.392,479.03,479
2022-11-19,3.30MM DWR,3.3,AN124,2,7.392,14.784,479.0,958
2022-11-19,17MM DWR,17.0,AN126,1,38.080000000000005,38.080000000000005,2134.02,2134
2022-11-19,3.30MM DWR,3.3,AN126,5,7.392,36.96,479.03,2395
2022-11-19,11MM DWR,11.0,AN126,6,24.64,147.84,1449.91,8699
2022-11-20,11MM DWR,11.0,AN128,5,24.64,123.2,1449.91,7250
2022-11-21,17MM DIR,17.0,AN132,1,38.080000000000005,38.080000000000005,1642.17,1642
2022-11-21,3.30MM DIR,3.3,AN136,20,7.392,147.84,368.49,7370
2022-11-21,7.50MM DIR,7.5,AN139,27,16.8,453.6,749.79,20244
2022-11-22,3.30MM DIR,3.3,AN144,2,7.392,14.784,416.0,832
2022-11-22,3.30MM DWR,3.3,AN146,7,7.392,51.744,479.03,3353
2022-11-22,3.30MM DIR,3.3,AN148,5,7.392,36.96,368.49,1842
2022-11-22,17MM DWR,17.0,AN148,2,38.080000000000005,76.16000000000001,2134.02,4268
2022-11-22,5.50MM DWR,5.5,AN148,5,12.32,61.6,772.22,3861
2022-11-22,7.50MM DWR,7.5,AN148,10,16.8,168.0,975.69,9757
2022-11-22,3.30MM DWR,3.3,AN148,15,7.392,110.88000000000001,479.03,7185
2022-11-23,7.50MM DWR,7.5,AN153,2,16.8,33.6,975.69,1951
2022-11-24,25MM DWR,25.0,AN157,1,56.00000000000001,56.00000000000001,3473.38,3473
2022-11-24,3.30MM DIR,3.3,AN157,20,7.392,147.84,368.49,7370
2022-11-24,3.30MM DWR,3.3,AN157,40,7.392,295.68,479.03,19161
2022-11-24,5.50MM DWR,5.5,AN157,30,12.32,369.6,772.22,23167
2022-11-24,11MM DWR,11.0,AN157,2,24.64,49.28,1449.91,2900
2022-11-24,3.30MM DIR,3.3,AN160,6,7.392,44.352000000000004,368.49,2211
2022-11-25,3.30MM DWR,3.3,AN166,10,7.392,73.92,479.03,4790
2022-11-25,17MM DWR,17.0,AN166,1,38.080000000000005,38.080000000000005,2134.02,2134
2022-11-25,17MM DWR,17.0,AN168,2,38.080000000000005,76.16000000000001,2134.02,4268
2022-11-25,11MM DWR,11.0,AN169,6,24.64,147.84,1449.91,8699
2022-11-25,7.50MM DWR,7.5,AN169,2,16.8,33.6,975.69,1951
2022-11-25,5.50MM DWR,5.5,AN169,2,12.32,24.64,772.22,1544
2022-11-26,3.30MM DIR,3.3,AN172,50,7.392,369.6,341.57,17079
2022-11-26,3.30MM DWR,3.3,AN175,6,7.392,44.352000000000004,480.63,2884
2022-11-26,7.50MM DWR,7.5,AN175,1,16.8,16.8,977.29,977
2022-11-26,11MM DWR,11.0,AN176,1,24.64,24.64,1538.03,1538
2022-11-26,5.50MM DIR,5.5,AN179,50,12.32,616.0,608.8,30440
2022-11-27,3.30MM DIR,3.3,AN183,10,7.392,73.92,384.5,3845
2022-11-29,5.50MM DWR,5.5,AN195,25,12.32,308.0,772.22,19306
2022-11-29,3.30MM DWR,3.3,AN195,50,7.392,369.6,479.03,23952
2022-11-29,25MM DWR,25.0,AN197,3,56.00000000000001,168.00000000000003,3369.25,10108
2022-11-29,11MM DWR,11.0,AN198,1,24.64,24.64,1449.91,1450
2022-11-29,3.30MM DWR,3.3,AN200,10,7.392,73.92,479.03,4790
2022-11-29,5.50MM DWR,5.5,AN203,5,12.32,61.6,772.22,3861
2022-12-01,5.50MM DWR,5.5,AN213,6,12.32,73.92,772.22,4633
2022-12-01,17MM DWR,17.0,AN213,6,38.080000000000005,228.48000000000002,2134.02,12804
2022-12-01,3.30MM DIR,3.3,AN214,40,7.392,295.68,341.57,13663
2022-12-01,11MM DWR,11.0,AN250,3,24.64,73.92,1505.99,4518
2022-12-01,3.30MM DWR,3.3,AN251,14,7.392,103.488,464.61,6505
2022-12-01,11MM DWR,11.0,AN251,17,24.64,418.88,1406.34,23908
2022-12-01,5.50MM DWR,5.5,AN251,20,12.32,246.4,749.15,14983
2022-12-01,7.50MM DWR,7.5,AN252,7,16.8,117.60000000000001,975.69,6830
2022-12-01,3.30MM DWR,3.3,AN252,20,7.392,147.84,479.03,9581
2022-12-01,25MM DWR,25.0,AN252,4,56.00000000000001,224.00000000000003,3473.38,13894
2022-12-01,3.30MM DWR,3.3,AN252,5,7.392,36.96,479.03,2395
2022-12-01,3.30MM DWR,3.3,AN252,20,7.392,147.84,479.03,9581
2022-12-02,11MM DWR,11.0,AN256,3,24.64,73.92,1449.91,4350
2022-12-02,3.30MM DWR,3.3,AN257,3,7.392,22.176000000000002,479.03,1437
2022-12-03,5.50MM DWR,5.5,AN261,8,12.32,98.56,772.22,6178
2022-12-03,5.50MM DWR,5.5,AN264,25,12.32,308.0,772.22,19306
2022-12-05,11MM DWR,11.0,AN267,3,24.64,73.92,1449.91,4350
2022-12-05,3.30MM DWR,3.3,AN268,1,7.392,7.392,479.03,479
2022-12-05,7.50MM DWR,7.5,AN268,1,16.8,16.8,975.69,976
2022-12-05,5.50MM DWR,5.5,AN271,1,12.32,12.32,832.0,832
2022-12-06,17MM DWR,17.0,AN274,3,38.080000000000005,114.24000000000001,2134.02,6402
2022-12-06,11MM DWR,11.0,AN278,1,24.64,24.64,1406.34,1406
2022-12-06,17MM DWR,17.0,AN279,1,38.080000000000005,38.080000000000005,2114.79,2115
2022-12-06,11MM DWR,11.0,AN279,14,24.64,344.96000000000004,1425.88,19962
2022-12-07,17MM DWR,17.0,AN284,2,38.080000000000005,76.16000000000001,2134.02,4268
2022-12-07,3.30MM DIR,3.3,AN285,6,7.392,44.352000000000004,357.67,2146
2022-12-07,5.50MM DWR,5.5,AN285,3,12.32,36.96,749.0,2247
2022-12-07,11MM DWR,11.0,AN285,10,24.64,246.4,1406.3,14063
2022-12-07,11MM DIR,11.0,AN285,9,24.64,221.76,1081.78,9736
2022-12-07,17MM DWR,17.0,AN285,5,38.080000000000005,190.40000000000003,2070.0,10350
2022-12-07,3.30MM DWR,3.3,AN289,10,7.392,73.92,479.03,4790
2022-12-07,5.50MM DWR,5.5,AN289,5,12.32,61.6,772.22,3861
2022-12-07,3.30MM DWR,3.3,AN293,35,7.392,258.72,479.03,16766
2022-12-08,11MM DWR,11.0,AN294,2,24.64,49.28,1450.0,2900
2022-12-09,3.30MM DWR,3.3,AN299,3,7.392,22.176000000000002,479.03,1437
2022-12-09,5.50MM DWR,5.5,AN299,13,12.32,160.16,772.22,10039
2022-12-09,3.30MM DWR,3.3,AN301,2,7.392,14.784,479.03,958
2022-12-09,17MM DWR,17.0,AN305,3,38.080000000000005,114.24000000000001,2091.4,6274
2022-12-09,11MM DWR,11.0,AN305,5,24.64,123.2,1421.07,7105
2022-12-09,3.30MM DWR,3.3,AN305,20,7.392,147.84,469.42,9388
2022-12-10,11MM DWR,11.0,AN310,3,24.64,73.92,1449.91,4350
2022-12-10,3.30MM DWR,3.3,AN310,8,7.392,59.136,479.03,3832
2022-12-12,11MM DWR,11.0,AN317,1,24.64,24.64,1449.91,1450
2022-12-12,17MM DIR,17.0,AN320,1,38.080000000000005,38.080000000000005,1642.17,1642
2022-12-12,18MM HDHMR,18.0,AN316,6,40.32000000000001,241.92000000000004,2944.69,17668
2022-12-12,3MM HDHMR,3.0,AN316,5,6.720000000000001,33.6,543.12,2716
2022-12-13,25MM DWR,25.0,AN323,2,56.00000000000001,112.00000000000001,3473.38,6947
2022-12-13,17MM DWR,17.0,AN323,8,38.080000000000005,304.64000000000004,2134.02,17072
2022-12-13,17MM DWR,17.0,AN323,1,38.080000000000005,38.080000000000005,2134.02,2134
2022-12-13,11MM DWR,11.0,AN324,2,24.64,49.28,1449.91,2900
2022-12-13,3.30MM DWR,3.3,AN329,30,7.392,221.76000000000002,434.49,13035
2022-12-13,3.30MM DWR,3.3,AN332,4,7.392,29.568,479.03,1916
2022-12-13,5.50MM DWR,5.5,AN332,2,12.32,24.64,772.22,1544
2022-12-13,11MM DWR,11.0,AN332,3,24.64,73.92,1449.91,4350
2022-12-14,17MM DWR,17.0,AN338,5,38.080000000000005,190.40000000000003,2134.02,10670
2022-12-14,11MM DWR,11.0,AN338,10,24.64,246.4,1449.91,14499
2022-12-14,5.50MM DWR,5.5,AN338,15,12.32,184.8,772.22,11583
2022-12-14,3.30MM DWR,3.3,AN338,25,7.392,184.8,479.03,11976
2022-12-15,3.30MM DWR,3.3,AN340,7,7.392,51.744,512.0,3584
2022-12-15,5.50MM DWR,5.5,AN347,2,12.32,24.64,772.22,1544
